speaker_id,line_num,sent_num,token_num,pos_tuple,pos,token_str,term_str,term_id,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity
201,3,2,5,"('na', 'TO')",TO,na,na,846,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,6,"('go', 'VB')",VB,go,go,535,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,7,"('over', 'IN')",IN,over,over,927,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,8,"('and', 'CC')",CC,and,and,62,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,9,"('review', 'VB')",VB,review,review,1106,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,10,"('just', 'RB')",RB,just,just,695,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,11,"('three', 'CD')",CD,three,three,1354,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,12,"('expectations', 'NNS')",NNS,expectations,expectations,438,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,13,"('that', 'IN')",IN,that,that,1333,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,14,"('we', 'PRP')",PRP,we,we,1479,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,15,"('should', 'MD')",MD,should,should,1182,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,16,"('have', 'VB')",VB,have,have,577,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,17,"('during', 'IN')",IN,during,during,371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,2,18,"('small', 'JJ')",JJ,small,small,1211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
201,3,2,19,"('groups', 'NNS')",NNS,groups,groups,553,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,0,"('So', 'RB')",RB,So,so,1215,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,1,"('one', 'CD')",CD,one,one,897,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,2,"('is', 'VBZ')",VBZ,is,is,673,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,3,"('raise', 'VB')",VB,raise,raise,1037,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,4,"('your', 'PRP$')",PRP$,your,your,1547,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,5,"('hand', 'NN')",NN,hand,hand,564,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,6,"('if', 'IN')",IN,if,if,625,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,7,"('you', 'PRP')",PRP,you,you,1545,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,8,"('would', 'MD')",MD,would,would,1530,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,9,"('like', 'VB')",VB,like,like,740,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,10,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,3,11,"('share', 'NN')",NN,share,share,1175,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
201,3,4,0,"('So', 'RB')",RB,So,so,1215,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,1,"('can', 'MD')",MD,can,can,195,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,2,"('you', 'PRP')",PRP,you,you,1545,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,4,"('can', 'MD')",MD,can,can,195,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,5,"('I', 'PRP')",PRP,I,i,621,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,6,"('see', 'VB')",VB,see,see,1160,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,7,"('what', 'WP')",WP,what,what,1492,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,8,"('raising', 'VBG')",VBG,raising,raising,1039,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,9,"('your', 'PRP$')",PRP$,your,your,1547,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,10,"('hand', 'NN')",NN,hand,hand,564,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,11,"('looks', 'VBZ')",VBZ,looks,looks,755,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,4,12,"('like', 'IN')",IN,like,like,740,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,3,5,0,"('So', 'RB')",RB,So,so,1215,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,0,0,"('Yeah', 'UH')",UH,Yeah,yeah,1538,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,1,0,"('Good', 'JJ')",JJ,Good,good,542,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
201,5,2,0,"('Emily', 'RB')",RB,Emily,emily,393,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,2,2,"('Carlos', 'NNP')",NNP,Carlos,carlos,203,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,2,4,"('you', 'PRP')",PRP,you,you,1545,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,2,5,"('guys', 'VBP')",VBP,guys,guys,558,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,2,6,"('Nice', 'NNP')",NNP,Nice,nice,863,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,0,"('So', 'RB')",RB,So,so,1215,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,1,"('when', 'WRB')",WRB,when,when,1494,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,2,"('we', 'PRP')",PRP,we,we,1479,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,3,"('wan', 'VBP')",VBP,wan,wan,1466,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
201,5,3,4,"('na', 'TO')",TO,na,na,846,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,5,"('share', 'NN')",NN,share,share,1175,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
201,5,3,6,"('our', 'PRP$')",PRP$,our,our,920,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,7,"('thought', 'NN')",NN,thought,thought,1351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,5,3,9,"('so', 'IN')",IN,so,so,1215,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,10,"('you', 'PRP')",PRP,you,you,1545,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,11,"('raise', 'VBP')",VBP,raise,raise,1037,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,12,"('our', 'PRP$')",PRP$,our,our,920,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,13,"('hand', 'NN')",NN,hand,hand,564,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,14,"('so', 'RB')",RB,so,so,1215,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,15,"('then', 'RB')",RB,then,then,1339,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,16,"('we', 'PRP')",PRP,we,we,1479,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,17,"('can', 'MD')",MD,can,can,195,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,19,"('um', 'RB')",RB,um,um,1418,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,21,"('the', 'DT')",DT,the,the,1335,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,22,"('others', 'NNS')",NNS,others,others,919,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,23,"('can', 'MD')",MD,can,can,195,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,24,"('share', 'NN')",NN,share,share,1175,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
201,5,3,25,"('and', 'CC')",CC,and,and,62,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,3,26,"('listen', 'NN')",NN,listen,listen,744,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,4,0,"('Nina', 'NNP')",NNP,Nina,nina,867,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,4,1,"('up', 'RB')",RB,up,up,1433,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,4,2,"('here', 'RB')",RB,here,here,592,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,4,3,"('please', 'NN')",NN,please,please,978,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,5,0,"('Okay', 'NNP')",NNP,Okay,okay,894,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,5,2,"('thank', 'NN')",NN,thank,thank,1331,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,5,3,"('you', 'PRP')",PRP,you,you,1545,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,0,"('Our', 'PRP$')",PRP$,Our,our,920,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,1,"('second', 'JJ')",JJ,second,second,1159,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,2,"('expec', 'NN')",NN,expec,expec,435,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,4,"('uh', 'UH')",UH,uh,uh,1416,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,6,"('expectation', 'NN')",NN,expectation,expectation,437,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
201,5,6,7,"('is', 'VBZ')",VBZ,is,is,673,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,8,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,9,"('be', 'VB')",VB,be,be,124,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,10,"('active', 'JJ')",JJ,active,active,16,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,6,11,"('listeners', 'NNS')",NNS,listeners,listeners,747,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,0,"('So', 'RB')",RB,So,so,1215,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,1,"('when', 'WRB')",WRB,when,when,1494,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,2,"('we', 'PRP')",PRP,we,we,1479,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,3,"(""'re"", 'VBP')",VBP,'re,re,1041,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,4,"('listening', 'VBG')",VBG,listening,listening,748,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,5,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,6,"('others', 'NNS')",NNS,others,others,919,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,8,"('we', 'PRP')",PRP,we,we,1479,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,9,"('should', 'MD')",MD,should,should,1182,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,10,"('be', 'VB')",VB,be,be,124,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,11,"('using', 'VBG')",VBG,using,using,1442,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,12,"('our', 'PRP$')",PRP$,our,our,920,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,13,"('ears', 'NNS')",NNS,ears,ears,376,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,14,"('and', 'CC')",CC,and,and,62,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,15,"('listening', 'VBG')",VBG,listening,listening,748,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,16,"('and', 'CC')",CC,and,and,62,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,17,"('engaging', 'VBG')",VBG,engaging,engaging,399,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
201,5,7,18,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,19,"('what', 'WP')",WP,what,what,1492,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,20,"('others', 'NNS')",NNS,others,others,919,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,21,"('are', 'VBP')",VBP,are,are,86,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,7,22,"('saying', 'VBG')",VBG,saying,saying,1143,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,0,"('Just', 'RB')",RB,Just,just,695,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,1,"('how', 'WRB')",WRB,how,how,613,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,2,"('if', 'IN')",IN,if,if,625,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,3,"('someone', 'NN')",NN,someone,someone,1223,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,4,"('is', 'VBZ')",VBZ,is,is,673,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,5,"('sharing', 'VBG')",VBG,sharing,sharing,1177,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,7,"('you', 'PRP')",PRP,you,you,1545,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,8,"(""'d"", 'MD')",MD,'d,d,310,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,9,"('want', 'VB')",VB,want,want,1467,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,10,"('them', 'PRP')",PRP,them,them,1337,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,11,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,12,"('be', 'VB')",VB,be,be,124,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,13,"('respectful', 'JJ')",JJ,respectful,respectful,1093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
201,5,8,14,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,15,"('yours', 'NNS')",NNS,yours,yours,1548,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,17,"('which', 'WDT')",WDT,which,which,1499,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,18,"('goes', 'VBZ')",VBZ,goes,goes,537,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,19,"('into', 'IN')",IN,into,into,663,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,20,"('our', 'PRP$')",PRP$,our,our,920,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,21,"('last', 'JJ')",JJ,last,last,715,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,22,"('expectation', 'NN')",NN,expectation,expectation,437,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
201,5,8,23,"('is', 'VBZ')",VBZ,is,is,673,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,24,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,25,"('be', 'VB')",VB,be,be,124,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,26,"('respectful', 'JJ')",JJ,respectful,respectful,1093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
201,5,8,28,"('respectful', 'JJ')",JJ,respectful,respectful,1093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
201,5,8,29,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,30,"('others', 'NNS')",NNS,others,others,919,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,32,"('and', 'CC')",CC,and,and,62,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,33,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,34,"('yourself', 'PRP')",PRP,yourself,yourself,1549,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,35,"('and', 'CC')",CC,and,and,62,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,36,"('to', 'TO')",TO,to,to,1371,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,37,"('me', 'PRP')",PRP,me,me,789,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,38,"('when', 'WRB')",WRB,when,when,1494,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,39,"('in', 'IN')",IN,in,in,632,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,8,40,"('small', 'JJ')",JJ,small,small,1211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
201,5,8,41,"('group', 'NN')",NN,group,group,552,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,0,"('So', 'RB')",RB,So,so,1215,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,1,"('do', 'VB')",VB,do,do,356,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,2,"('you', 'PRP')",PRP,you,you,1545,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,3,"('guys', 'NNS')",NNS,guys,guys,558,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,4,"('have', 'VBP')",VBP,have,have,577,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,5,"('any', 'DT')",DT,any,any,72,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,6,"('questions', 'NNS')",NNS,questions,questions,1029,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,7,"('about', 'IN')",IN,about,about,8,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,8,"('any', 'DT')",DT,any,any,72,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,9,"('expectations', 'NNS')",NNS,expectations,expectations,438,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,10,"('or', 'CC')",CC,or,or,911,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,11,"('if', 'IN')",IN,if,if,625,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,12,"('you', 'PRP')",PRP,you,you,1545,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,13,"('wan', 'VBP')",VBP,wan,wan,1466,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
201,5,9,14,"('na', 'JJ')",JJ,na,na,846,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,15,"('add', 'VB')",VB,add,add,21,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,16,"('any', 'DT')",DT,any,any,72,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,17,"('more', 'JJR')",JJR,more,more,827,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,18,"('expectations', 'NNS')",NNS,expectations,expectations,438,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,19,"('we', 'PRP')",PRP,we,we,1479,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,20,"('should', 'MD')",MD,should,should,1182,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,21,"('have', 'VB')",VB,have,have,577,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,22,"('for', 'IN')",IN,for,for,497,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,23,"('a', 'DT')",DT,a,a,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,9,24,"('small', 'JJ')",JJ,small,small,1211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
201,5,9,25,"('group', 'NN')",NN,group,group,552,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,10,0,"('Emily', 'RB')",RB,Emily,emily,393,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,10,2,"('is', 'VBZ')",VBZ,is,is,673,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,10,3,"('everything', 'NN')",NN,everything,everything,423,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,5,10,4,"('alright', 'NN')",NN,alright,alright,51,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
201,7,0,0,"('Okay', 'NNP')",NNP,Okay,okay,894,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
